no,SrNo,PDF_name,Type,Compostion,Class,composition_final,Element,Fraction,Frac,Temperature_in_plot,Pressure_plot,Pressure unit,unit,Temperature(oC)_graph,Temperature,Temperature_1,Ln(P)_Mpa,Ln(P)_bar,Pressure(MPa),AN,Period,AR,CR,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix
204,380,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.34Fe0.19Mn0.09Ti0.34Zr0.034,Ti Zr        Cr    Fe    Mn   ,0.34 0.034 0.34 0.19 0.09,0.34 0.034 0.34 0.19 0.09,3.3951,4.2197,Ln(Peq)(MPa),1000/T,21.55,295,295,1.9171,4.2197,6.8,24.336,4.0342,1.3409,131.501,209.2757,1.6302,6.4054,0.3033,1946.2696,3165.4004,5.7203,7.0615,56.4628,138.9467,17.9598,8.6056,52.931,469.8109,-9.6256,2.2741,2.9918,-6.5306,-0.0176,-6.2966,0,-8.7404,56.8185,61.0886,-0.7062,0.1196,-0.5664,8.12,11.4808
205,381,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.34Fe0.19Mn0.09Ti0.34Zr0.034,Ti Zr        Cr    Fe    Mn   ,0.34 0.034 0.34 0.19 0.09,0.34 0.034 0.34 0.19 0.09,3.5185,3.9122,Ln(Peq)(MPa),1000/T,11.21,284,284,1.6096,3.9122,5,24.336,4.0342,1.3409,131.501,209.2757,1.6302,6.4054,0.3033,1946.2696,3165.4004,5.7203,7.0615,56.4628,138.9467,17.9598,8.6056,52.931,469.8109,-9.6256,2.2741,2.9918,-6.5306,-0.0176,-6.2966,0,-8.7404,56.8185,61.0886,-0.7062,0.1196,-0.5664,8.12,11.4808
206,382,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.34Fe0.19Mn0.09Ti0.34Zr0.034,Ti Zr        Cr    Fe    Mn   ,0.34 0.034 0.34 0.19 0.09,0.34 0.034 0.34 0.19 0.09,3.6377,3.5601,Ln(Peq)(MPa),1000/T,1.9,275,275,1.2575,3.5601,3.52,24.336,4.0342,1.3409,131.501,209.2757,1.6302,6.4054,0.3033,1946.2696,3165.4004,5.7203,7.0615,56.4628,138.9467,17.9598,8.6056,52.931,469.8109,-9.6256,2.2741,2.9918,-6.5306,-0.0176,-6.2966,0,-8.7404,56.8185,61.0886,-0.7062,0.1196,-0.5664,8.12,11.4808
207,383,244,PCT,(TiZr 0.1 ) 1.15 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.35Fe0.19Mn0.09Ti0.33Zr0.04,Ti Zr         Cr    Fe    Mn   ,0.35 0.035 0.34 0.18 0.09,0.33 0.04 0.35 0.19 0.09,3.273,4.2087,Ln(Peq)(MPa),1000/T,32.53,306,306,1.9061,4.2087,6.73,24.45,4.04,1.3404,131.51,209.3,1.6296,6.4328,0.3101,1949.31,3168.35,5.73,7.0583,56.982,139.18,17.996,8.6041,53.202,467.94,-9.6526,2.2821,3.0207,-6.538,-0.0159,-6.2967,0,-8.7569,56.1451,60.9194,-0.7106,0.1217,-0.5704,8.25,11.593
208,384,244,PCT,(TiZr 0.1 ) 1.15 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.35Fe0.19Mn0.09Ti0.33Zr0.04,Ti Zr         Cr    Fe    Mn   ,0.35 0.035 0.34 0.18 0.09,0.33 0.04 0.35 0.19 0.09,3.4577,3.7857,Ln(Peq)(MPa),1000/T,16.21,289,289,1.4832,3.7858,4.41,24.45,4.04,1.3404,131.51,209.3,1.6296,6.4328,0.3101,1949.31,3168.35,5.73,7.0583,56.982,139.18,17.996,8.6041,53.202,467.94,-9.6526,2.2821,3.0207,-6.538,-0.0159,-6.2967,0,-8.7569,56.1451,60.9194,-0.7106,0.1217,-0.5704,8.25,11.593
209,9,244,PCT,(TiZr 0.1 ) 1.15 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.35Fe0.19Mn0.09Ti0.33Zr0.04,Ti Zr         Cr    Fe    Mn   ,0.35 0.035 0.34 0.18 0.09,0.33 0.04 0.35 0.19 0.09,3.6384,3.1996,Ln(Peq)(MPa),1000/T,1.85,275,275,0.897,3.1996,2.45,24.45,4.04,1.3404,131.51,209.3,1.6296,6.4328,0.3101,1949.31,3168.35,5.73,7.0583,56.982,139.18,17.996,8.6041,53.202,467.94,-9.6526,2.2821,3.0207,-6.538,-0.0159,-6.2967,0,-8.7569,56.1451,60.9194,-0.7106,0.1217,-0.5704,8.25,11.593
210,386,244,PCT,(TiZr 0.1 ) 1.2 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.33Fe0.18Mn0.09Ti0.36Zr0.036,Ti Zr        Cr    Fe    Mn   ,0.36 0.036 0.33 0.18 0.09,0.36 0.036 0.33 0.18 0.09,3.2856,4.1056,Ln(Peq)(MPa),1000/T,31.35,304,304,1.8031,4.1057,6.07,24.3072,4.0361,1.3458,131.7349,209.5181,1.6255,6.3449,0.2969,1945.9518,3180.012,5.6566,7.0505,55.0904,137.753,17.997,8.6859,52.8863,470.8614,-9.573,2.2656,2.9549,-6.4977,-0.0348,-6.2869,0,-8.7166,57.2214,61.2575,-0.7034,0.1192,-0.5722,8.19,11.4632
211,387,244,PCT,(TiZr 0.1 ) 1.2 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.33Fe0.18Mn0.09Ti0.36Zr0.036,Ti Zr        Cr    Fe    Mn   ,0.36 0.036 0.33 0.18 0.09,0.36 0.036 0.33 0.18 0.09,3.3996,3.7384,Ln(Peq)(MPa),1000/T,21.15,294,294,1.4358,3.7384,4.2,24.3072,4.0361,1.3458,131.7349,209.5181,1.6255,6.3449,0.2969,1945.9518,3180.012,5.6566,7.0505,55.0904,137.753,17.997,8.6859,52.8863,470.8614,-9.573,2.2656,2.9549,-6.4977,-0.0348,-6.2869,0,-8.7166,57.2214,61.2575,-0.7034,0.1192,-0.5722,8.19,11.4632
212,388,244,PCT,(TiZr 0.1 ) 1.2 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.33Fe0.18Mn0.09Ti0.36Zr0.036,Ti Zr        Cr    Fe    Mn   ,0.36 0.036 0.33 0.18 0.09,0.36 0.036 0.33 0.18 0.09,3.6444,3.0987,Ln(Peq)(MPa),1000/T,1.39,274,274,0.7961,3.0987,2.22,24.3072,4.0361,1.3458,131.7349,209.5181,1.6255,6.3449,0.2969,1945.9518,3180.012,5.6566,7.0505,55.0904,137.753,17.997,8.6859,52.8863,470.8614,-9.573,2.2656,2.9549,-6.4977,-0.0348,-6.2869,0,-8.7166,57.2214,61.2575,-0.7034,0.1192,-0.5722,8.19,11.4632
213,389,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.3 Fe 0.4 Mn 0.3,TM,Cr0.4Fe0.12Mn0.09Ti0.34Zr0.03,Ti Zr        Cr    Fe    Mn   ,0.34 0.03 0.4 0.12 0.09,0.34 0.03 0.4 0.12 0.09,3.3017,3.6162,Ln(Peq)(MPa),1000/T,29.87,303,303,1.3136,3.6162,3.72,24.1327,4.0306,1.3415,131.6224,209.2347,1.619,6.3484,0.3368,1966.6531,3155.8878,5.5816,6.9855,57.2163,138.199,18.4,8.6076,52.5092,470.7449,-9.7614,2.3217,3.2402,-6.5082,-0.0491,-6.2818,0,-8.8162,53.3991,61.6953,-0.7574,0.1054,-0.5694,7.94,10.8891
214,390,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.3 Fe 0.4 Mn 0.3,TM,Cr0.4Fe0.12Mn0.09Ti0.34Zr0.03,Ti Zr        Cr    Fe    Mn   ,0.34 0.03 0.4 0.12 0.09,0.34 0.03 0.4 0.12 0.09,3.4164,3.2757,Ln(Peq)(MPa),1000/T,19.71,293,293,0.9731,3.2757,2.65,24.1327,4.0306,1.3415,131.6224,209.2347,1.619,6.3484,0.3368,1966.6531,3155.8878,5.5816,6.9855,57.2163,138.199,18.4,8.6076,52.5092,470.7449,-9.7614,2.3217,3.2402,-6.5082,-0.0491,-6.2818,0,-8.8162,53.3991,61.6953,-0.7574,0.1054,-0.5694,7.94,10.8891
215,391,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.3 Fe 0.4 Mn 0.3,TM,Cr0.4Fe0.12Mn0.09Ti0.34Zr0.03,Ti Zr        Cr    Fe    Mn   ,0.34 0.03 0.4 0.12 0.09,0.34 0.03 0.4 0.12 0.09,3.6533,2.6068,Ln(Peq)(MPa),1000/T,0.73,274,274,0.3042,2.6068,1.36,24.1327,4.0306,1.3415,131.6224,209.2347,1.619,6.3484,0.3368,1966.6531,3155.8878,5.5816,6.9855,57.2163,138.199,18.4,8.6076,52.5092,470.7449,-9.7614,2.3217,3.2402,-6.5082,-0.0491,-6.2818,0,-8.8162,53.3991,61.6953,-0.7574,0.1054,-0.5694,7.94,10.8891
216,392,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.5 Fe 0.2 Mn 0.3,TM,Cr0.47Fe0.06Mn0.09Ti0.34Zr0.03,Ti Zr        Cr    Fe    Mn   ,0.34 0.03 0.47 0.06 0.09,0.34 0.03 0.47 0.06 0.09,3.3015,3.2108,Ln(Peq)(MPa),1000/T,29.89,303,303,0.9082,3.2108,2.48,24.0101,4.0303,1.3412,131.697,209.1919,1.6091,6.3157,0.3724,1987.8182,3149.0303,5.4646,6.9148,58.4364,137.8131,18.8273,8.6021,52.2707,470.4545,-9.9029,2.3699,3.4877,-6.4861,-0.0754,-6.2698,0,-8.8962,49.921,61.5001,-0.7849,0.0917,-0.585,7.94,10.0803
217,393,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.5 Fe 0.2 Mn 0.3,TM,Cr0.47Fe0.06Mn0.09Ti0.34Zr0.03,Ti Zr        Cr    Fe    Mn   ,0.34 0.03 0.47 0.06 0.09,0.34 0.03 0.47 0.06 0.09,3.4141,2.8297,Ln(Peq)(MPa),1000/T,19.9,293,293,0.5271,2.8297,1.69,24.0101,4.0303,1.3412,131.697,209.1919,1.6091,6.3157,0.3724,1987.8182,3149.0303,5.4646,6.9148,58.4364,137.8131,18.8273,8.6021,52.2707,470.4545,-9.9029,2.3699,3.4877,-6.4861,-0.0754,-6.2698,0,-8.8962,49.921,61.5001,-0.7849,0.0917,-0.585,7.94,10.0803
218,394,244,PCT,(TiZr 0.1 ) 1.1 Cr 1.5 Fe 0.2 Mn 0.3,TM,Cr0.47Fe0.06Mn0.09Ti0.34Zr0.03,Ti Zr        Cr    Fe    Mn,0.34 0.03 0.47 0.06 0.09,0.34 0.03 0.47 0.06 0.09,3.6521,2.1892,Ln(Peq)(MPa),1000/T,0.82,274,274,-0.1134,2.1892,0.89,24.0101,4.0303,1.3412,131.697,209.1919,1.6091,6.3157,0.3724,1987.8182,3149.0303,5.4646,6.9148,58.4364,137.8131,18.8273,8.6021,52.2707,470.4545,-9.9029,2.3699,3.4877,-6.4861,-0.0754,-6.2698,0,-8.8962,49.921,61.5001,-0.7849,0.0917,-0.585,7.94,10.0803
187,352,182,PCT,TiZrNbTa,TM,Nb0.25Ta0.25Ti0.25Zr0.25,Ti Zr Nb Ta,0.25 0.25 0.25 0.25,0.25 0.25 0.25 0.25,1.9962,-1.9937,Ln(P) (bar),1000/T,227.94,501,501,-4.2963,-1.9937,0.01,44,5,1.48,139.75,220,1.4925,9.06,0.43,2524.5,4746.75,4.5,6.9425,39,143.625,25.625,11.585,103.2375,300.75,-9.92,2.055,1.745,-5.57,-0.4175,-6.77,0,-9.6,42.3775,29.5075,0.1525,0.1005,-0.7075,4.8,11.5263
188,353,182,PCT,TiZrNbTa,TM,Nb0.25Ta0.25Ti0.25Zr0.25,Ti Zr Nb Ta,0.25 0.25 0.25 0.25,0.25 0.25 0.25 0.25,2.5189,-3.0594,Ln(P) (bar),1000/T,124.01,397,397,-5.362,-3.0594,0,44,5,1.48,139.75,220,1.4925,9.06,0.43,2524.5,4746.75,4.5,6.9425,39,143.625,25.625,11.585,103.2375,300.75,-9.92,2.055,1.745,-5.57,-0.4175,-6.77,0,-9.6,42.3775,29.5075,0.1525,0.1005,-0.7075,4.8,11.5263
189,354,182,PCT,TiZrNbTa,TM,Nb0.25Ta0.25Ti0.25Zr0.25,Ti Zr Nb Ta,0.25 0.25 0.25 0.25,0.25 0.25 0.25 0.25,3.3919,-4.1328,Ln(P) (bar),1000/T,21.82,295,295,-6.4354,-4.1328,0,44,5,1.48,139.75,220,1.4925,9.06,0.43,2524.5,4746.75,4.5,6.9425,39,143.625,25.625,11.585,103.2375,300.75,-9.92,2.055,1.745,-5.57,-0.4175,-6.77,0,-9.6,42.3775,29.5075,0.1525,0.1005,-0.7075,4.8,11.5263
